seven-samurai,1954,34.11621700879766,<b>Letterboxd Top 250:  (4i)</b> 2.35<br/><b>IMDB Top 250:  (22i)</b> 0.9545454545454546<br/><b>Criticker.com Top 250:  (8i)</b> 2.35<br/><b>Rotten Tomatoes Top 200:  (12i)</b> 1.9333333333333336<br/><b>RYM Top 250:  (11i)</b> 2.0090909090909093<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (31i)</b> 1.4225806451612903<br/><b>Sight and Sound:  (20i)</b> 2.5<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>BBC 100 Greatest Foreign Language:  (1i)</b> 3.666666666666667<br/><b>Letterboxd Top 250 Foreign Films:  (3i)</b> 1.67<br/><b>Kubrick f&i: </b> 1.5<br/><b>Andrei Tarkovsky f&i: </b> 1.5<br/><b>Martin Scorsese f&i: </b> 1.5<br/>
bicycle-thieves,1948,33.30689257719341,<b>Letterboxd Top 250:  (119i)</b> 1.1840336134453782<br/><b>IMDB Top 250:  (124i)</b> 0.5806451612903226<br/><b>Criticker.com Top 250:  (65i)</b> 1.2538461538461538<br/><b>Rotten Tomatoes Top 200:  (41i)</b> 1.3439024390243903<br/><b>RYM Top 250:  (84i)</b> 1.2190476190476192<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Sight and Sound:  (41i)</b> 2.2439024390243905<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>Brussels World Fair Poll: </b> 1.73<br/><b>BBC 100 Greatest Foreign Language:  (2i)</b> 3.25<br/><b>Best Foreign Language Film Academy Awards Submissions: </b> 0.87<br/><b>Letterboxd Top 250 Foreign Films:  (66i)</b> 0.5715151515151515<br/><b>Akira Kurosawa Top 100:  (25i)</b> 2.4<br/><b>Alfred Hitchcock f&i: </b> 1.5<br/><b>Woody Allen f&i: </b> 1.5<br/><b>Martin Scorsese f&i: </b> 1.5<br/>
citizen-kane,1941,33.26592230112384,<b>Letterboxd Top 250:  (236i)</b> 1.1423728813559322<br/><b>IMDB Top 250:  (102i)</b> 0.5980392156862745<br/><b>Criticker.com Top 250:  (140i)</b> 1.1714285714285715<br/><b>Rotten Tomatoes Top 200:  (1i)</b> 2.7666666666666666<br/><b>RYM Top 250:  (49i)</b> 1.3040816326530613<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Metacritic Must See: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (30i)</b> 1.4333333333333333<br/><b>Sight and Sound:  (3i)</b> 3.25<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>Time Magazine Top 100:  (25i)</b> 0.9<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>Brussels World Fair Poll: </b> 1.73<br/><b>Kubrick f&i: </b> 1.5<br/><b>Andrei Tarkovsky f&i: </b> 1.5<br/><b>Yasujiro Ozu f&i: </b> 1.5<br/><b>Woody Allen f&i: </b> 1.5<br/>
8-half,1963,31.27152569723542,<b>Letterboxd Top 250:  (126i)</b> 1.1793650793650794<br/><b>Criticker.com Top 250:  (126i)</b> 1.1793650793650794<br/><b>Rotten Tomatoes Top 200:  (207i)</b> 1.1483091787439614<br/><b>RYM Top 250:  (68i)</b> 1.2470588235294118<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Metacritic Must See: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>Cahiers du Cin�ma Annual Top 10: </b> 1.4<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Sight and Sound:  (32i)</b> 2.3125<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>Time Magazine Top 100:  (3i)</b> 1.75<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>BBC 100 Greatest Foreign Language:  (7i)</b> 3.25<br/><b>Best Foreign Language Film Academy Awards Submissions: </b> 0.87<br/><b>Letterboxd Top 250 Foreign Films:  (69i)</b> 0.5649275362318841<br/><b>David Lynch f&i: </b> 1.5<br/><b>Woody Allen f&i: </b> 1.5<br/><b>Martin Scorsese f&i: </b> 1.5<br/>
the-passion-of-joan-of-arc,1928,30.844071881514335,<b>Letterboxd Top 250:  (40i)</b> 1.35<br/><b>IMDB Top 250:  (221i)</b> 0.5452488687782805<br/><b>Criticker.com Top 250:  (14i)</b> 1.8142857142857145<br/><b>Rotten Tomatoes Top 200:  (55i)</b> 1.281818181818182<br/><b>RYM Top 250:  (25i)</b> 1.5<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (18i)</b> 1.6555555555555557<br/><b>Sight and Sound:  (21i)</b> 2.4761904761904763<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>David Bordwell Favorites: </b> 0.81<br/><b>Brussels World Fair Poll: </b> 1.73<br/><b>BBC 100 Greatest Foreign Language:  (23i)</b> 2.4347826086956523<br/><b>Letterboxd Top 250 Foreign Films:  (21i)</b> 0.8961904761904762<br/><b>Ingmar Bergman f&i: </b> 1.5<br/><b>Andrei Tarkovsky f&i: </b> 1.5<br/>
grand-illusion,1937,29.931683558148496,<b>Criticker.com Top 250:  (115i)</b> 1.1869565217391305<br/><b>Rotten Tomatoes Top 200:  (10i)</b> 2.35<br/><b>RYM Top 250:  (199i)</b> 1.1502512562814071<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (4i)</b> 2.35<br/><b>Sight and Sound:  (148i)</b> 2.0675675675675675<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>Brussels World Fair Poll: </b> 1.73<br/><b>BBC 100 Greatest Foreign Language:  (36i)</b> 2.2777777777777777<br/><b>Letterboxd Top 250 Foreign Films:  (138i)</b> 0.492463768115942<br/><b>Akira Kurosawa Top 100:  (15i)</b> 2.6666666666666665<br/><b>Woody Allen f&i: </b> 1.5<br/>
the-godfather,1972,29.062424242424246,<b>Letterboxd Top 250:  (8i)</b> 2.35<br/><b>IMDB Top 250:  (2i)</b> 1.75<br/><b>Criticker.com Top 250:  (2i)</b> 2.35<br/><b>Rotten Tomatoes Top 200:  (7i)</b> 2.35<br/><b>RYM Top 250:  (2i)</b> 2.35<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Metacritic Must See: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (11i)</b> 2.0090909090909093<br/><b>Sight and Sound:  (12i)</b> 2.8333333333333335<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>Kubrick f&i: </b> 1.5<br/>
the-400-blows,1959,28.620993716254553,<b>Letterboxd Top 250:  (109i)</b> 1.191743119266055<br/><b>IMDB Top 250:  (248i)</b> 0.5403225806451613<br/><b>Criticker.com Top 250:  (66i)</b> 1.2515151515151517<br/><b>Rotten Tomatoes Top 200:  (13i)</b> 1.8692307692307693<br/><b>RYM Top 250:  (113i)</b> 1.188495575221239<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>Cahiers du Cin�ma Annual Top 10: </b> 1.4<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>Sight and Sound:  (50i)</b> 2.2<br/><b>Cahiers du Cin�ma 100 to an ideal library: </b> 1.5<br/><b>Time Magazine Top 100:  (2i)</b> 1.75<br/><b>BBC 100 Greatest Foreign Language:  (8i)</b> 3.25<br/><b>Letterboxd Top 250 Foreign Films:  (58i)</b> 0.5924137931034483<br/><b>Akira Kurosawa Top 100:  (44i)</b> 2.227272727272727<br/><b>Woody Allen f&i: </b> 1.5<br/>
the-godfather-part-ii,1974,28.20142857142858,<b>Letterboxd Top 250:  (5i)</b> 2.35<br/><b>IMDB Top 250:  (4i)</b> 1.75<br/><b>Criticker.com Top 250:  (3i)</b> 2.35<br/><b>Rotten Tomatoes Top 200:  (2i)</b> 2.35<br/><b>RYM Top 250:  (12i)</b> 1.9333333333333336<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Metacritic Must See: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (10i)</b> 2.35<br/><b>Sight and Sound:  (105i)</b> 2.0952380952380953<br/><b>David Bordwell Favorites: </b> 0.81<br/><b>Akira Kurosawa Top 100:  (70i)</b> 2.142857142857143<br/>
the-seventh-seal,1957,27.834525564990617,<b>Letterboxd Top 250:  (83i)</b> 1.2204819277108434<br/><b>IMDB Top 250:  (211i)</b> 0.54739336492891<br/><b>Criticker.com Top 250:  (91i)</b> 1.20989010989011<br/><b>Rotten Tomatoes Top 200:  (45i)</b> 1.3222222222222224<br/><b>RYM Top 250:  (42i)</b> 1.3380952380952382<br/><b>1001 movies you must see before you die: </b> 0.81<br/><b>The New York Times Essential: </b> 0.81<br/><b>/r/TrueFilm Canon: </b> 0.81<br/><b>RYM Top 1000: </b> 0.81<br/><b>Sight and Sound 1000 Directors + Critics 2022: </b> 0.81<br/><b>TSPDT 1000 greatest: </b> 0.81<br/><b>Metacritic Must See: </b> 0.81<br/><b>Letterboxd 4.0+: </b> 1.1<br/><b>Roger Ebert's Great Movies: </b> 1.1<br/><b>Cahiers du Cin�ma Annual Top 10: </b> 1.4<br/><b>The Empire 5-Star 500: </b> 1.1<br/><b>British Film Institute 360 Classics: </b> 1.1<br/><b>Pauline Kael 5001 Nights at the Movies 300 Greatest Nights:  (49i)</b> 1.3040816326530613<br/><b>Sight and Sound:  (142i)</b> 2.0704225352112675<br/><b>Time Magazine Top 100:  (94i)</b> 0.6063829787234043<br/><b>The Vatican Great (and Culturally Significant): </b> 1.4<br/><b>BBC 100 Greatest Foreign Language:  (30i)</b> 2.3333333333333335<br/><b>Best Foreign Language Film Academy Awards Submissions: </b> 0.87<br/><b>Letterboxd Top 250 Foreign Films:  (45i)</b> 0.6422222222222222<br/><b>Woody Allen f&i: </b> 1.5<br/>
